"A","B","C","G","","","","","",""
"30728","60702","35900","1","334.02","4.59","169.18","145.48","",""
"30728","60187","35900","1","334.06","5.02","169.35","145.63","",""
"30728","60187","35309","1","333.98","5.05","169.40","145.73","",""
"30728","60187","35309","1","333.96","5.12","169.46","145.75","",""
"30971","60187","35309","1","333.36","5.08","169.63","145.85","",""
"30971","60259","35309","1","333.15","5.23","169.73","146.00","",""
"30971","60259","36440","1","332.76","5.75","169.96","146.10","",""
"30971","60259","36440","1","333.08","5.51","170.04","146.13","",""
"30645","60259","36440","1","333.18","5.48","170.22","146.22","",""
"30645","59783","36440","1","332.80","6.03","170.46","146.37","",""
"30645","59783","35710","1","332.42","6.48","170.64","146.47","",""
"30645","59783","35710","1","332.64","6.36","170.76","146.49","",""
"31056","59783","35710","1","331.63","6.60","170.87","146.59","",""
"31056","59754","35710","1","330.94","6.35","171.15","146.74","",""
"31056","59754","36564","1","324.31","6.03","170.99","146.84","",""
"31056","59754","36564","1","323.79","6.01","170.98","146.87","",""
"30470","59754","36564","1","322.24","6.54","171.53","146.96","",""
"30470","59824","36564","1","312.00","7.09","172.17","147.11","",""
"30470","59824","39791","1","312.49","7.52","172.64","147.22","",""
"30470","59824","39791","1","313.36","7.47","172.67","147.24","",""
"30165","59824","39791","1","310.18","8.76","172.31","147.33","",""
"30165","61633","39791","1","307.96","12.14","173.31","147.49","",""
"30165","61633","43199","1","303.29","13.76","174.30","147.60","",""
"30165","61633","43199","1","302.74","13.65","174.53","147.63","",""
"29517","61633","43199","1","301.11","18.21","173.98","147.72","",""
"29517","59276","43199","1","295.08","21.04","174.28","147.87","",""
"29517","59276","43787","1","293.96","21.95","173.12","147.98","",""
"29517","59276","43787","1","294.05","22.45","172.99","148.01","",""
"30282","59276","43787","1","294.32","23.91","172.61","148.10","",""
"30282","61619","43787","1","291.42","25.96","172.65","148.25","",""
"30282","61619","48411","1","292.07","26.29","172.68","148.38","",""
"30282","61619","48411","1","291.49","27.82","172.65","148.41","",""
"29970","61619","48411","1","290.89","29.58","172.69","148.50","",""
"29970","58657","48411","1","292.41","31.10","172.92","148.64","",""
"29970","58657","45973","1","292.82","32.17","173.23","148.77","",""
"29970","58657","45973","1","291.77","32.87","173.30","148.79","",""
"30024","58657","45973","1","292.17","34.26","173.42","148.88","",""
"30024","59742","45973","1","294.48","35.84","173.89","149.03","",""
"30024","59742","48489","1","294.08","35.67","174.04","149.16","",""
"30024","59742","48489","1","293.15","35.34","174.03","149.19","",""
"29893","59742","48489","1","293.16","35.33","173.84","149.28","",""
"29893","58658","48489","1","293.28","35.68","173.88","149.42","",""
"29893","58658","49079","1","292.74","35.50","174.01","149.55","",""
"29893","58658","49079","1","291.94","35.43","174.06","149.58","",""
"30116","58658","49079","1","290.63","35.61","174.11","149.67","",""
"30116","56982","49079","1","290.20","35.78","174.37","149.81","",""
"30116","56982","49515","1","289.54","36.17","174.50","149.94","",""
"30116","56982","49515","1","289.42","36.03","174.53","149.97","",""
"30324","56982","49515","1","289.32","36.27","174.57","150.06","",""
"30324","54954","49515","1","289.55","36.54","174.94","150.20","",""
"30324","54954","51773","1","289.63","36.31","175.03","150.33","",""
"30324","54954","51773","1","289.56","36.25","175.08","150.36","",""
"30162","54954","51773","1","289.78","36.28","175.14","150.45","",""
"30162","56363","51773","1","289.80","35.87","175.47","150.59","",""
"30162","56363","49074","1","289.38","34.93","175.69","150.72","",""
"30162","56363","49074","1","289.51","34.62","175.72","150.75","",""
"30315","56363","49074","1","290.02","34.47","175.85","150.84","",""
"30315","54895","49074","1","289.73","34.71","176.12","150.98","",""
"30315","54895","51336","1","289.19","34.65","176.24","151.11","",""
"30315","54895","51336","1","289.17","34.64","176.29","151.14","",""
"30180","54895","51336","1","289.12","34.43","176.50","151.23","",""
"30180","55285","51336","1","289.10","34.86","176.79","151.37","",""
"30180","55285","49985","1","289.40","35.45","176.72","151.50","",""
"30180","55285","49985","1","289.38","36.47","176.67","151.53","",""
"30334","55285","49985","1","289.40","36.06","176.81","151.62","",""
"30334","53445","49985","1","289.75","36.04","177.03","151.75","",""
"30334","53445","48284","1","290.04","35.40","177.25","151.88","",""
"30334","53445","48284","1","290.26","35.05","177.32","151.91","",""
"30342","53445","48284","1","290.05","34.77","177.43","152.00","",""
"30342","52832","48284","1","290.18","34.67","177.63","152.13","",""
"30342","52832","48258","1","290.30","33.82","177.82","152.26","",""
"30342","52832","48258","1","290.23","33.84","177.82","152.29","",""
"30340","52832","48258","1","290.36","33.78","178.06","152.38","",""
"30340","52817","48258","1","290.20","33.33","178.49","152.51","",""
"30340","52817","48261","1","290.68","33.64","178.75","152.64","",""
"30340","52817","48261","1","290.88","33.50","178.82","152.67","",""
"30376","52817","48261","1","290.79","33.45","178.90","152.76","",""
"30376","52821","48261","1","291.55","33.01","179.08","152.89","",""
"30376","52821","48254","1","290.92","32.82","179.36","153.02","",""
"30376","52821","48254","1","291.33","32.49","179.44","153.04","",""
"30343","52821","48254","1","290.93","32.44","179.58","153.13","",""
"30343","52871","48254","1","291.26","32.35","179.75","153.27","",""
"30343","52871","48255","1","291.77","32.19","180.03","153.40","",""
"30343","52871","48255","1","291.81","31.92","180.06","153.42","",""
"30334","52871","48255","1","291.53","31.72","180.15","153.51","",""
"30334","52836","48255","1","291.10","31.32","180.31","153.65","",""
"30334","52836","48236","1","290.84","31.37","180.55","153.78","",""
"30334","52836","48236","1","290.96","31.77","180.57","153.80","",""
"30343","52836","48236","1","290.40","32.14","180.60","153.89","",""
"30343","52860","48236","1","290.77","32.06","180.79","154.03","",""
"30343","52860","48253","1","290.76","31.74","181.21","154.16","",""
"30343","52860","48253","1","290.80","31.87","181.31","154.18","",""
"30352","52860","48253","1","290.55","31.57","181.47","154.27","",""
"30352","52840","48253","1","290.78","31.99","181.95","154.41","",""
"30352","52840","48252","1","292.93","29.32","181.93","154.54","",""
"30352","52840","48252","1","292.04","29.88","181.95","154.56","",""
"30010","52840","48252","1","291.70","30.07","182.13","154.65","",""
"30010","53183","48252","1","291.82","30.41","182.01","154.79","",""
"30010","53183","48263","1","292.33","31.02","182.12","154.92","",""
"30010","53183","48263","1","291.71","31.47","182.17","154.94","",""
"30281","53183","48263","1","291.93","31.68","182.31","155.03","",""
"30281","52897","48263","1","291.99","31.99","182.64","155.17","",""
"30281","52897","48241","1","292.24","31.74","182.70","155.29","",""
"30281","52897","48241","1","292.37","31.45","182.72","155.32","",""
"30294","52897","48241","1","292.61","31.79","182.70","155.41","",""
"30294","52889","48241","1","293.27","30.80","182.68","155.55","",""
"30294","52889","48248","1","292.88","30.20","182.93","155.67","",""
"30294","52889","48248","1","292.60","29.85","183.00","155.70","",""
"30315","52889","48248","1","292.68","29.54","183.18","155.79","",""
"30315","55810","48248","1","293.99","30.05","182.91","155.93","",""
"30315","55810","45902","1","293.18","29.30","183.07","156.05","",""
"30315","55810","45902","1","292.91","29.17","183.08","156.08","",""
"29863","55810","45902","1","293.02","28.81","183.21","156.17","",""
"29863","52855","45902","1","293.22","28.38","183.62","156.31","",""
"29863","52855","47603","1","293.18","28.02","183.75","156.43","",""
"29863","52855","47603","1","293.19","28.09","183.78","156.46","",""
"30321","52855","47603","1","293.27","28.04","183.91","156.55","",""
"30321","53510","47603","1","293.69","28.43","183.66","156.69","",""
"30321","53510","48245","1","293.53","28.14","183.86","156.81","",""
"30321","53510","48245","1","293.74","27.96","183.91","156.84","",""
"30305","53510","48245","1","293.65","27.23","184.18","156.93","",""
"30305","52885","48245","1","293.94","26.89","184.38","157.07","",""
"30305","52885","48241","1","294.37","26.01","184.77","157.19","",""
"30305","52885","48241","1","294.43","26.09","184.83","157.22","",""
"30282","52885","48241","1","294.67","25.37","185.14","157.31","",""
"30282","55541","48241","1","296.60","24.17","185.98","157.45","",""
"30282","55541","44978","1","295.86","23.76","186.16","157.57","",""
"30282","55541","44978","1","295.89","23.67","186.20","157.60","",""
"29847","55541","44978","1","296.13","23.21","186.47","157.69","",""
"29847","53259","44978","1","296.49","23.84","186.50","157.82","",""
"29847","53259","43964","1","297.62","22.95","186.86","157.94","",""
"29847","53259","43964","1","297.93","22.87","186.99","157.97","",""
"29968","53259","43964","1","298.16","22.12","187.29","158.06","",""
"29968","55931","43964","1","300.53","21.60","187.90","158.20","",""
"29968","55931","44156","1","301.58","19.94","188.51","158.32","",""
"29968","55931","44156","1","301.67","19.28","188.66","158.34","",""
"29923","55931","44156","1","303.79","17.58","189.80","158.43","",""
"29923","52893","44156","1","314.83","15.24","191.67","158.57","",""
"29923","52893","43571","1","320.56","8.66","194.26","158.69","",""
"29923","52893","43571","1","319.67","6.54","194.92","158.71","",""
"29614","52893","43571","1","326.44","0.31","198.43","158.80","",""
"29614","53731","43571","1","330.38","86.90","201.81","158.94","",""
"29614","53731","39446","1","329.67","161.69","203.55","159.05","",""
"29614","53731","39446","1","328.69","208.73","204.05","159.07","",""
"29691","53731","39446","1","326.99","250.99","206.28","159.16","",""
"29691","53404","39446","1","331.07","297.86","211.53","159.30","",""
"29691","53404","32437","1","327.35","325.13","214.02","159.40","",""
"29691","53404","32437","1","326.93","330.95","214.79","159.42","",""
"29949","53404","32437","1","333.10","345.76","218.34","159.51","",""
"29949","52878","32437","1","325.93","366.09","220.96","159.65","",""
"29949","52878","28224","1","325.93","366.09","223.11","159.73","",""
"29949","52878","28224","1","325.93","366.09","223.72","159.76","",""
"30351","52878","28224","1","325.93","366.09","227.26","159.85","",""
"30351","59768","28224","1","325.93","366.09","231.09","160.00","",""
"30351","59768","26532","1","325.93","366.09","231.98","160.08","",""
"30351","59768","26532","1","325.93","366.09","232.19","160.10","",""
"30583","59768","26532","1","325.93","366.09","233.21","160.19","",""
"30583","61160","26532","1","325.93","366.09","235.29","160.35","",""
"30583","61160","27139","1","325.93","366.09","236.25","160.43","",""
"30583","61160","27139","1","325.93","366.09","236.44","160.46","",""
"30147","61160","27139","1","325.93","366.09","236.88","160.54","",""
"30147","60617","27139","1","325.93","366.09","236.66","160.70","",""
"30147","60617","27095","1","325.93","366.09","237.58","160.78","",""
"30147","60617","27095","1","336.88","349.87","237.84","160.81","",""
"29906","60617","27095","1","336.83","347.18","238.25","160.89","",""
"29906","60552","27095","1","338.89","347.50","239.25","161.05","",""
"29906","60552","27846","1","339.51","339.77","239.77","161.13","",""
"29906","60552","27846","1","341.13","331.47","239.94","161.16","",""
"29425","60552","27846","1","342.12","326.73","240.61","161.25","",""
"29425","59234","27846","1","343.21","323.99","242.34","161.40","",""
"29425","59234","28108","1","345.15","318.18","242.91","161.48","",""
"29425","59234","28108","1","347.13","313.56","243.00","161.51","",""
"29428","59234","28108","1","347.44","311.62","242.86","161.60","",""
"29428","55924","28108","1","348.81","308.89","243.10","161.74","",""
"29428","55924","28137","1","349.54","307.44","242.89","161.82","",""
"29428","55924","28137","1","349.20","306.05","242.81","161.85","",""
"29984","55924","28137","1","349.83","303.63","242.64","161.94","",""
"29984","57040","28137","1","349.91","302.65","241.72","162.08","",""
"29984","57040","28767","1","345.17","299.28","241.28","162.17","",""
"29984","57040","28767","1","343.02","298.38","241.27","162.20","",""
"29758","57040","28767","1","341.96","296.39","240.40","162.29","",""
"29758","58959","28767","1","342.36","296.28","240.14","162.44","",""
"29758","58959","29089","1","345.74","299.45","240.34","162.52","",""
"29758","58959","29089","1","346.13","299.66","240.24","162.55","",""
"29926","58959","29089","1","349.11","301.14","240.01","162.64","",""
"29926","61631","29089","1","342.43","298.70","234.61","162.79","",""
"29926","61631","29817","1","337.19","297.82","231.50","162.88","",""
"29926","61631","29817","1","333.92","297.28","230.65","162.91","",""
"30147","61631","29817","1","333.56","294.27","229.90","163.00","",""
"30147","66080","29817","1","329.53","292.28","227.84","163.16","",""
"30147","66080","30032","1","324.43","292.55","226.50","163.25","",""
"30147","66080","30032","1","321.83","292.53","226.07","163.28","",""
"29829","66080","30032","1","316.30","294.26","224.87","163.37","",""
"29829","67607","30032","1","316.11","298.93","227.98","163.53","",""
"29829","67607","30203","1","314.04","301.99","227.78","163.62","",""
"29829","67607","30203","1","314.17","302.15","227.65","163.65","",""
"29885","67607","30203","1","312.01","304.24","228.73","163.74","",""
