"A","B","C","G"
"35875","43617","57112","1"
"36219","43617","57112","1"
"36219","42653","57112","1"
"36219","42653","56081","1"
"36219","42653","56081","1"
"35394","42653","56081","1"
"35394","42822","56081","1"
"35394","42822","56400","1"
"35394","42822","56400","1"
"35569","42822","56400","1"
"35569","43808","56400","1"
"35569","43808","55850","1"
"35569","43808","55850","1"
"34924","43808","55850","1"
"34924","42596","55850","1"
"34924","42596","56234","1"
"34924","42596","56234","1"
"34624","42596","56234","1"
"34624","43308","56234","1"
"34624","43308","55829","1"
"34624","43308","55829","1"
"34543","43308","55829","1"
"34543","42290","55829","1"
"31877","37634","61902","1"
"31877","37634","62590","1"
"31877","37634","62590","1"
"32433","37634","62590","1"
"32433","38097","62590","1"
"32433","38097","61918","1"
"32433","38097","61918","1"
"32424","38097","61918","1"
"32424","37993","61918","1"
"32424","37993","63251","1"
"32424","37993","63251","1"
"32623","37993","63251","1"
"32623","37752","63251","1"
"32623","37752","64377","1"
"32623","37752","64377","1"
"32436","37752","64377","1"
"32436","37789","64377","1"
"32436","37789","62515","1"
"32436","37789","62515","1"
"32205","37789","62515","1"
"32205","37650","62515","1"
"32205","37650","64112","1"
"32205","37650","64112","1"
"32384","37650","64112","1"
"32384","37660","64112","1"
"32384","37660","61965","1"
"32384","37660","61965","1"
"32191","37660","61965","1"
"32191","37822","61965","1"
"32191","37822","62705","1"
"32191","37822","62705","1"
"32151","37822","62705","1"
"32151","38019","62705","1"
"32151","38019","63752","1"
"32151","38019","63752","1"
"31900","38019","63752","1"
"31900","37437","63752","1"
"31900","37437","62603","1"
"31900","37437","62603","1"
"32306","37437","62603","1"
"32306","37714","62603","1"
"32306","37714","64731","1"
"32306","37714","64731","1"
"31999","37714","64731","1"
"31999","37566","64731","1"
"31999","37566","63209","1"
"31999","37566","63209","1"
"32113","37566","63209","1"
"32113","37877","63209","1"
"32113","37877","64709","1"
"32113","37877","64709","1"
"32100","37877","64709","1"
"32100","37560","64709","1"
"32100","37560","61369","1"
"32100","37560","61369","1"
"31882","37560","61369","1"
"31882","37657","61369","1"
"31882","37657","62690","1"
"31882","37657","62690","1"
"31680","37657","62690","1"
"31680","37985","62690","1"
"31680","37985","63858","1"
"31680","37985","63858","1"
"31944","37985","63858","1"
"31944","37789","63858","1"
"31944","37789","62654","1"
"31944","37789","62654","1"
"31899","37789","62654","1"
"31899","37753","62654","1"
"31899","37753","64450","1"
"31899","37753","64450","1"
"31994","37753","64450","1"
"31994","37483","64450","1"
"31994","37483","63867","1"
"31994","37483","63867","1"
"31936","37483","63867","1"
"31936","37784","63867","1"
"31936","37784","63512","1"
"31936","37784","63512","1"
"31705","37784","63512","1"
"31705","37766","63512","1"
"31705","37766","63019","1"
"31705","37766","63019","1"
"31379","37766","63019","1"
"31379","37684","63019","1"
"31379","37684","62761","1"
"31379","37684","62761","1"
"31427","37684","62761","1"
"31427","37670","62761","1"
"31427","37670","62915","1"
"31427","37670","62915","1"
"31595","37670","62915","1"
"31595","37452","62915","1"
"31595","37452","62428","1"
"31595","37452","62428","1"
"31479","37452","62428","1"
"31479","37488","62428","1"
"31479","37488","60283","1"
"31479","37488","60283","1"
"31454","37488","60283","1"
"31454","37785","60283","1"
"31454","37785","60316","1"
"31454","37785","60316","1"
"31748","37785","60316","1"
"31748","37664","60316","1"
"31748","37664","60397","1"
"31748","37664","60397","1"
"31653","37664","60397","1"
"31653","37598","60397","1"
"31653","37598","61513","1"
"31653","37598","61513","1"
"31550","37598","61513","1"
"31550","37578","61513","1"
"31550","37578","60120","1"
"31550","37578","60120","1"
"31449","37578","60120","1"
"31449","37683","60120","1"
"31449","37683","60667","1"
"31449","37683","60667","1"
"31551","37683","60667","1"
"31551","37706","60667","1"
"31551","37706","59705","1"
"31551","37706","59705","1"
"31284","37706","59705","1"
"31284","37843","59705","1"
"31284","37843","59760","1"
"31284","37843","59760","1"
"31255","37843","59760","1"
"31255","37746","59760","1"
"31255","37746","59286","1"
"31255","37746","59286","1"
"31296","37746","59286","1"
"31296","37280","59286","1"
"31296","37280","59471","1"
"31296","37280","59471","1"
"31561","37280","59471","1"
"31561","37413","59471","1"
"31561","37413","61129","1"
"31561","37413","61129","1"
"31260","37413","61129","1"
"31260","37367","61129","1"
"31260","37367","59348","1"
"31260","37367","59348","1"
"31451","37367","59348","1"
"31451","37552","59348","1"
"31451","37552","59485","1"
"31451","37552","59485","1"
"31575","37552","59485","1"
"31575","37421","59485","1"
"31575","37421","59815","1"
"31575","37421","59815","1"
"31624","37421","59815","1"
"31624","37754","59815","1"
"31624","37754","59470","1"
"31624","37754","59470","1"
"31625","37754","59470","1"
"31625","37375","59470","1"
"31625","37375","59843","1"
"31625","37375","59843","1"
"31740","37375","59843","1"
"31740","37685","59843","1"
"31740","37685","59439","1"
"31740","37685","59439","1"
"31690","37685","59439","1"
"31690","37720","59439","1"
"31690","37720","59471","1"
"31690","37720","59471","1"
"31709","37720","59471","1"
"31709","37655","59471","1"
"31709","37655","59479","1"
"31709","37655","59479","1"
"31714","37655","59479","1"
"31714","37652","59479","1"
"31714","37652","59470","1"
"31714","37652","59470","1"
"31704","37652","59470","1"
"31704","37646","59470","1"
"31704","37646","59895","1"
"31704","37646","59895","1"
"31525","37646","59895","1"
"31525","37459","59895","1"
"31525","37459","59458","1"
"31525","37459","59458","1"
"31525","37459","59458","1"
"31525","37503","59458","1"
"31525","37503","59855","1"
"31525","37503","59855","1"
"31606","37503","59855","1"
"31606","37386","59855","1"
"31606","37386","59834","1"
"31606","37386","59834","1"
"31605","37386","59834","1"
"31605","37434","59834","1"
"31605","37434","60809","1"
"31605","37434","60809","1"
"31600","37434","60809","1"
"31600","37821","60809","1"
"31600","37821","61553","1"
"31600","37821","61553","1"
"31761","37821","61553","1"
"31761","37609","61553","1"
"31761","37609","60712","1"
"31761","37609","60712","1"
"32030","37609","60712","1"
"32030","37356","60712","1"
"32030","37356","60301","1"
"32030","37356","60301","1"
"31812","37356","60301","1"
"31812","37709","60301","1"
"31812","37709","59344","1"
"31812","37709","59344","1"
"31915","37709","59344","1"
"31915","37627","59344","1"
"31915","37627","59318","1"
"31915","37627","59318","1"
"31813","37627","59318","1"
"31813","37715","59318","1"
"31813","37715","59319","1"
"31813","37715","59319","1"
"31976","37715","59319","1"
"31976","37544","59319","1"
"31976","37544","59312","1"
"31976","37544","59312","1"
"31842","37544","59312","1"
"31842","37630","59312","1"
"40879","43066","64885","1"
"40879","43066","64874","1"
"40879","43066","64874","1"
"42854","43066","64874","1"
"42854","45041","64874","1"
"42854","45041","64213","1"
"42854","45041","64213","1"
"44044","45041","64213","1"
"44044","45578","64213","1"
"44044","45578","61781","1"
"44044","45578","61781","1"
"41732","45578","61781","1"
"41732","48414","61781","1"
"41732","48414","63195","1"
"41732","48414","63195","1"
"41100","48414","63195","1"
"41100","45694","63195","1"
"41100","45694","63614","1"
"41100","45694","63614","1"
"40848","45694","63614","1"
"40848","44756","63614","1"
"40848","44756","63064","1"
"40848","44756","63064","1"
"42066","44756","63064","1"
"42066","46696","63064","1"
"42066","46696","64103","1"
"42066","46696","64103","1"
"42224","46696","64103","1"
"42224","46634","64103","1"
"42224","46634","64139","1"
"42224","46634","64139","1"
"43343","46634","64139","1"
"43343","46308","64139","1"
"43343","46308","64704","1"
"43343","46308","64704","1"
"42493","46308","64704","1"
"42493","45495","64704","1"
"42493","45495","64209","1"
"42493","45495","64209","1"
"42248","45495","64209","1"
"42248","45702","64209","1"
"42248","45702","62573","1"
"42248","45702","62573","1"
"40971","45702","62573","1"
"40971","45976","62573","1"
"40971","45976","64456","1"
"40971","45976","64456","1"
"40323","45976","64456","1"
"40323","44769","64456","1"
"40323","44769","64070","1"
"40323","44769","64070","1"
"40970","44769","64070","1"
"40970","45718","64070","1"
"40970","45718","63342","1"
"40970","45718","63342","1"
"39731","45718","63342","1"
"39731","45236","63342","1"
"39731","45236","63399","1"
"39731","45236","63399","1"
"40033","45236","63399","1"
"40033","45924","63399","1"
"40033","45924","63349","1"
"40033","45924","63349","1"
"38983","45924","63349","1"
"38983","46029","63349","1"
"38983","46029","63357","1"
"38983","46029","63357","1"
"39280","46029","63357","1"
"39280","45744","63357","1"
"39280","45744","63356","1"
"39280","45744","63356","1"
"38736","45744","63356","1"
"38736","45865","63356","1"
"38736","45865","62852","1"
"38736","45865","62852","1"
"39613","45865","62852","1"
"39613","45462","62852","1"
"39613","45462","62924","1"
"39613","45462","62924","1"
"39668","45462","62924","1"
"39668","45236","62924","1"
"39668","45236","63442","1"
"39668","45236","63442","1"
"40357","45236","63442","1"
"40357","46053","63442","1"
"40357","46053","63295","1"
"40357","46053","63295","1"
"39548","46053","63295","1"
"39548","45900","63295","1"
"39548","45900","64204","1"
"39548","45900","64204","1"
"38932","45900","64204","1"
"38932","45294","64204","1"
"38932","45294","64196","1"
"38932","45294","64196","1"
"39028","45294","64196","1"
"39028","45187","64196","1"
"39028","45187","64197","1"
"39028","45187","64197","1"
"38933","45187","64197","1"
"38933","45281","64197","1"
"38933","45281","64193","1"
"38933","45281","64193","1"
"38557","45281","64193","1"
"38557","45654","64193","1"
"38557","45654","64212","1"
"38557","45654","64212","1"
"38561","45654","64212","1"
"38561","45636","64212","1"
"38561","45636","64209","1"
"38561","45636","64209","1"
"39332","45636","64209","1"
"39332","44854","64209","1"
"39332","44854","64220","1"
"39332","44854","64220","1"
"37742","44854","64220","1"
"37742","46079","64220","1"
"37742","46079","63365","1"
"37742","46079","63365","1"
"39216","46079","63365","1"
"39216","45802","63365","1"
"39216","45802","63354","1"
"39216","45802","63354","1"
"38994","45802","63354","1"
"38994","46098","63354","1"
"38994","46098","63287","1"
"38994","46098","63287","1"
"39317","46098","63287","1"
"39317","45760","63287","1"
"39317","45760","63293","1"
"39317","45760","63293","1"
"39071","45760","63293","1"
"39071","46007","63293","1"
"39071","46007","63317","1"
"39071","46007","63317","1"
"39055","46007","63317","1"
"39055","46015","63317","1"
"39055","46015","63355","1"
"39055","46015","63355","1"
"39310","46015","63355","1"
"39310","45737","63355","1"
"39310","45737","63284","1"
"39310","45737","63284","1"
"39350","45737","63284","1"
"39350","45753","63284","1"
"39350","45753","63379","1"
"39350","45753","63379","1"
"38996","45753","63379","1"
"38996","46013","63379","1"
"38996","46013","63386","1"
"38996","46013","63386","1"
"39244","46013","63386","1"
"39244","45775","63386","1"
"39244","45775","63357","1"
"39244","45775","63357","1"
"39249","45775","63357","1"
"39249","45812","63357","1"
"39249","45812","63278","1"
"39249","45812","63278","1"
"39318","45812","63278","1"
"39318","45737","63278","1"
"39318","45737","62914","1"
"39318","45737","62914","1"
"38788","45737","62914","1"
"38788","44717","62914","1"
"38788","44717","63300","1"
"38788","44717","63300","1"
"39959","44717","63300","1"
"39959","44614","63300","1"
"39959","44614","63766","1"
"39959","44614","63766","1"
"39105","44614","63766","1"
"39105","44256","63766","1"
"39105","44256","61202","1"
"39105","44256","61202","1"
"39696","44256","61202","1"
"39696","45715","61202","1"
"39696","45715","62299","1"
"39696","45715","62299","1"
"38088","45715","62299","1"
"38088","44228","62299","1"
"38088","44228","64211","1"
"38088","44228","64211","1"
"37799","44228","64211","1"
"37799","46004","64211","1"
"37799","46004","62845","1"
"37799","46004","62845","1"
"37966","46004","62845","1"
"37966","44637","62845","1"
"37966","44637","63733","1"
"37966","44637","63733","1"
"42660","44637","63733","1"
"42660","45346","63733","1"
"42660","45346","62012","1"
"42660","45346","62012","1"
"40357","45346","62012","1"
"40357","46008","62012","1"
"40357","46008","62468","1"
"40357","46008","62468","1"
"40585","46008","62468","1"
"40585","44979","62468","1"
"40585","44979","62391","1"
"40585","44979","62391","1"
"40554","44979","62391","1"
"40554","45431","62391","1"
"40554","45431","63306","1"
"40554","45431","63306","1"
"43340","45431","63306","1"
"43340","43460","63306","1"
"43340","43460","60218","1"
"43340","43460","60218","1"
"41562","43460","60218","1"
"41562","42879","60218","1"
"41562","42879","58640","1"
"41562","42879","58640","1"
"40900","42879","58640","1"
"40900","42763","58640","1"
"40900","42763","59895","1"
"40900","42763","59895","1"
"40290","42763","59895","1"
"40290","43018","59895","1"
"40290","43018","56337","1"
"42936","40700","79091","1"
"42936","40700","79091","1"
"45037","40700","79091","1"
"45037","42376","79091","1"
"45037","42376","84242","1"
"45037","42376","84242","1"
"45606","42376","84242","1"
"45606","42917","84242","1"
"45606","42917","88230","1"
"45606","42917","88230","1"
"45619","42917","88230","1"
"45619","42469","88230","1"
"45619","42469","90192","1"
"45619","42469","90192","1"
"44992","42469","90192","1"
"44992","42520","90192","1"
"44992","42520","90207","1"
"44992","42520","90207","1"
"43855","42520","90207","1"
"43855","42564","90207","1"
"43855","42564","90801","1"
"43855","42564","90801","1"
"42904","42564","90801","1"
"42904","42213","90801","1"
"42904","42213","87576","1"
"42904","42213","87576","1"
"43133","42213","87576","1"
"43133","43425","87576","1"
"43133","43425","88287","1"
"43133","43425","88287","1"
"39367","43425","88287","1"
"39367","39733","88287","1"
"39367","39733","87909","1"
"39367","39733","87909","1"
"39890","39733","87909","1"
"39890","39414","87909","1"
"39890","39414","90172","1"
"39890","39414","90172","1"
"39242","39414","90172","1"
"39242","39693","90172","1"
"39242","39693","92141","1"
"39242","39693","92141","1"
"39602","39693","92141","1"
"39602","38540","92141","1"
"39602","38540","90866","1"
"39602","38540","90866","1"
"39334","38540","90866","1"
"39334","38911","90866","1"
"39334","38911","92827","1"
"39334","38911","92827","1"
"39829","38911","92827","1"
"39829","38921","92827","1"
"39829","38921","94246","1"
"39829","38921","94246","1"
"40131","38921","94246","1"
"40131","38507","94246","1"
"40131","38507","94211","1"
"40131","38507","94211","1"
"39840","38507","94211","1"
"39840","38758","94211","1"
"39840","38758","95894","1"
"39840","38758","95894","1"
