A,B,C,G,,,,,,,,,
46215,37438,50586,1,360.77,-30.12,19.36,61.89,,,,,
46215,37438,51004,1,360.77,-30.12,18.15,62.03,,,,,
46215,37438,51004,1,360.77,-30.12,17.71,62.05,,,,,
46792,37438,51004,1,269.19,-12.76,14.44,62.18,,,,,
46792,37352,51004,1,189.62,-3.89,12.82,62.28,,,,,
46792,37352,52197,1,110.18,-0.03,14.45,62.42,,,,,
46792,37352,52197,1,77.87,8.06,14.98,62.44,,,,,
46434,37352,52197,1,22.40,21.97,19.56,62.57,,,,,
46434,37531,52197,1,-13.35,30.13,20.90,62.67,,,,,
46434,37531,52434,1,61.32,33.29,20.55,62.81,,,,,
46434,37531,52434,1,130.49,36.28,20.76,62.83,,,,,
46662,37531,52434,1,177.09,41.46,25.26,62.96,,,,,
46662,38040,52434,1,224.55,43.04,26.19,63.06,,,,,
46662,38040,53801,1,273.94,48.37,22.72,63.20,,,,,
46662,38040,53801,1,298.54,49.08,21.76,63.23,,,,,
46980,38040,53801,1,326.76,43.32,21.10,63.35,,,,,
46980,38202,53801,1,247.19,33.89,18.91,63.46,,,,,
46980,38202,52131,1,279.12,37.49,17.57,63.59,,,,,
46980,38202,52131,1,298.90,40.33,17.60,63.62,,,,,
46550,38202,52131,1,322.14,45.72,18.12,63.74,,,,,
46550,37586,52131,1,340.75,45.83,18.67,63.85,,,,,
46550,37586,51680,1,363.33,51.93,15.10,63.98,,,,,
46550,37586,51680,1,363.33,51.93,14.67,64.01,,,,,
46876,37586,51680,1,280.64,56.38,11.94,64.13,,,,,
46876,37725,51680,1,206.47,55.46,8.51,64.24,,,,,
46876,37725,51916,1,145.89,54.06,1.43,64.37,,,,,
46876,37725,51916,1,110.76,52.70,0.46,64.40,,,,,
46567,37725,51916,1,73.62,49.26,-7.07,64.52,,,,,
46567,37838,51916,1,43.35,42.64,-11.87,64.63,,,,,
46567,37838,51524,1,22.09,42.94,-17.78,64.76,,,,,
46567,37838,51524,1,22.57,43.04,-18.95,64.79,,,,,
46721,37838,51524,1,13.05,43.68,-28.69,64.91,,,,,
46721,37750,51524,1,8.09,40.91,-36.11,65.02,,,,,
46721,37750,51031,1,2.16,34.15,-42.13,65.15,,,,,
46721,37750,51031,1,12.93,32.69,-43.40,65.18,,,,,
46401,37750,51031,1,12.28,29.39,-48.69,65.30,,,,,
46401,37447,51031,1,18.36,25.77,-55.47,65.41,,,,,
46401,37447,51973,1,19.24,18.90,-60.38,65.54,,,,,
46401,37447,51973,1,28.72,15.33,-61.25,65.57,,,,,
46934,37447,51973,1,31.67,99.33,-65.62,65.69,,,,,
46934,37458,51973,1,36.78,175.41,-69.44,65.80,,,,,
46934,37458,52154,1,42.20,241.88,-74.43,65.93,,,,,
46934,37458,52154,1,48.47,270.00,-75.50,65.96,,,,,
46340,37458,52154,1,51.53,309.83,-79.22,66.08,,,,,
46340,37700,52154,1,56.13,333.94,-82.16,66.19,,,,,
46340,37700,53212,1,59.21,353.60,-84.76,66.33,,,,,
46340,37700,53212,1,61.66,348.08,-85.21,66.35,,,,,
47134,37700,53212,1,57.73,361.41,-80.77,66.48,,,,,
47134,37502,53212,1,57.73,361.41,-80.09,66.58,,,,,
47134,37502,51042,1,57.73,361.41,-79.60,66.71,,,,,
47134,37502,51042,1,61.65,355.02,-79.89,66.74,,,,,
47030,37502,51042,1,65.56,359.44,-83.45,66.86,,,,,
47030,37655,51042,1,68.86,356.91,-86.38,66.97,,,,,
47030,37655,52563,1,72.70,352.73,-89.89,67.11,,,,,
47030,37655,52563,1,71.81,340.96,-90.40,67.13,,,,,
46917,37655,52563,1,72.36,334.78,-91.46,67.26,,,,,
46917,37509,52563,1,70.85,327.90,-90.68,67.36,,,,,
46917,37509,52787,1,67.99,322.01,-88.43,67.50,,,,,
46917,37509,52787,1,68.24,315.98,-87.96,67.52,,,,,
47091,37509,52787,1,64.51,312.23,-85.34,67.65,,,,,
47091,37377,52787,1,56.92,312.92,-78.27,67.75,,,,,
47091,37377,51212,1,35.02,320.68,-61.67,67.89,,,,,
47091,37377,51212,1,37.15,328.40,-59.48,67.91,,,,,
46663,37377,51212,1,23.69,246.54,-47.80,68.04,,,,,
46663,37135,51212,1,14.55,175.77,-39.99,68.14,,,,,
46663,37135,50587,1,-19.43,111.91,-24.88,68.27,,,,,
46663,37135,50587,1,-17.50,83.68,-22.58,68.30,,,,,
46936,37135,50587,1,62.32,45.52,-14.64,68.43,,,,,
46936,37003,50587,1,147.42,17.81,-13.58,68.53,,,,,
46936,37003,52179,1,236.11,-5.61,-13.14,68.66,,,,,
46936,37003,52179,1,269.99,-5.51,-12.95,68.69,,,,,
46701,37003,52179,1,323.14,-27.12,-11.41,68.82,,,,,
46701,36945,52179,1,360.00,-32.87,-11.19,68.92,,,,,
46701,36945,50882,1,360.00,-32.87,-10.66,69.05,,,,,
46701,36945,50882,1,360.00,-32.87,-10.19,69.08,,,,,
46515,36945,50882,1,360.00,-32.87,-4.84,69.20,,,,,
46515,37621,50882,1,360.00,-32.87,-2.87,69.30,,,,,
46515,37621,50388,1,360.00,-32.87,-1.90,69.43,,,,,
46515,37621,50388,1,360.00,-32.87,-1.61,69.46,,,,,
47120,37621,50388,1,360.00,-32.87,-0.87,69.58,,,,,
47120,37752,50388,1,360.00,-32.87,-0.00,69.69,,,,,
47120,37752,51176,1,360.00,-32.87,1.99,69.82,,,,,
47120,37752,51176,1,360.00,-32.87,2.36,69.85,,,,,
46718,37752,51176,1,360.00,-32.87,3.39,69.97,,,,,
46718,38389,51176,1,360.00,-32.87,5.36,70.08,,,,,
46718,38389,50066,1,360.00,-32.87,7.26,70.21,,,,,
46718,38389,50066,1,360.00,-32.87,7.66,70.23,,,,,
46142,38389,50066,1,360.00,-32.87,8.55,70.36,,,,,
46142,38265,50066,1,360.00,-32.87,9.70,70.46,,,,,
46142,38265,49652,1,360.00,-32.87,9.77,70.59,,,,,
46142,38265,49652,1,360.00,-32.87,9.86,70.62,,,,,
46044,38265,49652,1,360.00,-32.87,11.29,70.74,,,,,
46044,38156,49652,1,360.00,-32.87,13.01,70.84,,,,,
46044,38156,49332,1,360.00,-32.87,14.61,70.97,,,,,
46044,38156,49332,1,360.00,-32.87,14.81,71.00,,,,,
46172,38156,49332,1,360.00,-32.87,16.46,71.12,,,,,
46172,38719,49332,1,360.00,-32.87,17.53,71.23,,,,,
46172,38719,49145,1,357.14,254.67,18.06,71.36,,,,,
46172,38719,49145,1,350.20,283.84,18.09,71.38,,,,,
45470,38719,49145,1,345.64,325.10,18.28,71.50,,,,,
45470,38402,49145,1,339.95,352.39,18.73,71.61,,,,,
45470,38402,49369,1,339.95,352.39,19.35,71.74,,,,,
45470,38402,49369,1,339.95,352.39,19.54,71.77,,,,,
45404,38402,49369,1,339.95,352.39,21.22,71.89,,,,,
45404,38290,49369,1,339.95,352.39,22.19,71.99,,,,,
45404,38290,48537,1,339.95,352.39,22.13,72.12,,,,,
45404,38290,48537,1,339.95,352.39,22.00,72.15,,,,,
45833,38290,48537,1,339.95,352.39,21.10,72.27,,,,,
45833,38071,48537,1,339.95,352.39,21.43,72.37,,,,,
45833,38071,49018,1,339.95,352.39,22.73,72.50,,,,,
45833,38071,49018,1,339.95,352.39,23.04,72.53,,,,,
45674,38071,49018,1,339.95,352.39,24.23,72.65,,,,,
45674,38839,49018,1,339.95,352.39,25.27,72.76,,,,,
45674,38839,48246,1,339.95,352.39,26.01,72.88,,,,,
45674,38839,48246,1,339.95,352.39,26.06,72.91,,,,,
45590,38839,48246,1,339.95,352.39,26.53,73.03,,,,,
45590,38953,48246,1,339.95,352.39,26.76,73.14,,,,,
45590,38953,48342,1,339.95,352.39,27.19,73.26,,,,,
45590,38953,48342,1,339.95,352.39,27.32,73.29,,,,,
45433,38953,48342,1,339.95,352.39,27.87,73.41,,,,,
45433,38635,48342,1,339.95,352.39,27.83,73.52,,,,,
45433,38635,48783,1,339.95,352.39,27.26,73.64,,,,,
45433,38635,48783,1,339.95,352.39,27.19,73.67,,,,,
45259,38635,48783,1,305.49,353.39,27.50,73.79,,,,,
45259,38687,48783,1,305.99,348.98,27.63,73.90,,,,,
45259,38687,48313,1,304.82,345.95,28.77,74.03,,,,,
45259,38687,48313,1,305.31,339.43,28.83,74.05,,,,,
45945,38687,48313,1,304.01,335.81,29.14,74.18,,,,,
45945,39235,48313,1,304.84,332.53,29.26,74.28,,,,,
45945,39235,47966,1,305.34,328.94,29.33,74.41,,,,,
45945,39235,47966,1,305.79,325.68,29.38,74.44,,,,,
45333,39235,47966,1,305.16,322.28,30.04,74.56,,,,,
45333,39255,47966,1,305.76,320.53,30.44,74.67,,,,,
45333,39255,48156,1,306.44,317.43,30.66,74.79,,,,,
45333,39255,48156,1,306.52,316.07,30.70,74.82,,,,,
45299,39255,48156,1,307.01,313.15,30.72,74.94,,,,,
45299,39587,48156,1,307.38,311.80,30.67,75.05,,,,,
45299,39587,48124,1,307.21,310.00,30.80,75.18,,,,,
45299,39587,48124,1,306.66,310.17,30.85,75.20,,,,,
45272,39587,48124,1,306.54,311.84,30.56,75.33,,,,,
45272,39326,48124,1,305.99,310.82,30.27,75.43,,,,,
45272,39326,48377,1,304.18,303.34,30.58,75.56,,,,,
45272,39326,48377,1,303.54,303.12,30.57,75.59,,,,,
45417,39326,48377,1,305.23,305.85,31.09,75.71,,,,,
45417,38895,48377,1,304.00,304.45,31.52,75.82,,,,,
45417,38895,47899,1,305.77,307.62,32.25,75.94,,,,,
45417,38895,47899,1,306.82,310.14,32.33,75.97,,,,,
46147,38895,47899,1,305.85,311.52,32.40,76.09,,,,,
46147,39043,47899,1,305.07,311.46,32.51,76.20,,,,,
46147,39043,50202,1,304.67,314.51,32.43,76.33,,,,,
46147,39043,50202,1,304.92,314.12,32.50,76.36,,,,,
45827,39043,50202,1,305.67,314.53,32.75,76.48,,,,,
45827,39244,50202,1,306.31,316.01,32.62,76.59,,,,,
45827,39244,49224,1,306.43,317.40,32.58,76.72,,,,,
45827,39244,49224,1,306.73,317.65,32.60,76.75,,,,,
45531,39244,49224,1,307.88,317.72,32.20,76.87,,,,,
45531,38786,49224,1,309.48,319.33,31.40,76.98,,,,,
45531,38786,49426,1,323.92,321.45,25.37,77.11,,,,,
45531,38786,49426,1,321.79,320.01,24.55,77.13,,,,,
45946,38786,49426,1,326.86,330.32,23.53,77.25,,,,,
45946,37736,49426,1,329.04,338.64,22.23,77.36,,,,,
45946,37736,50881,1,335.27,352.95,19.91,77.49,,,,,
45946,37736,50881,1,334.29,354.40,19.54,77.52,,,,,
46164,37736,50881,1,339.34,360.15,17.98,77.64,,,,,
46164,37619,50881,1,339.34,360.15,16.49,77.75,,,,,
46164,37619,51460,1,353.57,268.63,13.09,77.88,,,,,
46164,37619,51460,1,352.90,202.06,12.50,77.91,,,,,
46453,37619,51460,1,358.33,138.66,9.11,78.03,,,,,
46453,37395,51460,1,360.72,87.07,3.60,78.14,,,,,
46453,37395,51619,1,259.52,39.25,-1.02,78.27,,,,,
46453,37395,51619,1,283.08,28.56,-2.33,78.30,,,,,
46992,37395,51619,1,217.78,6.31,-9.27,78.42,,,,,
46992,37217,51619,1,157.83,-11.14,-14.37,78.53,,,,,
46992,37217,52183,1,98.94,-29.81,-21.13,78.66,,,,,
46992,37217,52183,1,76.36,-21.53,-22.17,78.69,,,,,
47037,37217,52183,1,39.29,-35.52,-26.87,78.81,,,,,
47037,37474,52183,1,19.12,-38.64,-30.84,78.92,,,,,
47037,37474,52725,1,0.83,-44.39,-36.78,79.05,,,,,
47037,37474,52725,1,8.92,-31.31,-37.67,79.08,,,,,
46628,37474,52725,1,-9.11,-39.60,-40.08,79.20,,,,,
46628,37461,52725,1,-15.52,-44.14,-42.27,79.31,,,,,
46628,37461,51958,1,-26.12,-42.73,-38.00,79.44,,,,,
46628,37461,51958,1,-11.86,-31.08,-36.87,79.47,,,,,
47036,37461,51958,1,-18.78,-25.61,-31.05,79.59,,,,,
47036,37510,51958,1,-22.41,-19.03,-25.90,79.70,,,,,
47036,37510,50419,1,-27.70,-17.35,-24.98,79.83,,,,,
47036,37510,50419,1,-16.15,-10.92,-24.75,79.86,,,,,
47087,37510,50419,1,-32.25,-10.85,-19.86,79.98,,,,,
47126,60413,67688,2,364.15,50.18,-11.31,6.40,,,,,
47126,60413,67688,2,250.94,48.87,-11.29,6.42,,,,,
48011,60413,67688,2,283.04,46.27,-10.58,6.55,,,,,
48011,61650,67688,2,314.19,44.60,-11.80,6.70,,,,,
48011,61650,68127,2,337.82,42.89,-11.75,6.87,,,,,
48011,61650,68127,2,344.13,42.30,-11.47,6.90,,,,,
47657,61650,68127,2,354.21,42.11,-11.16,7.02,,,,,
47657,61718,68127,2,363.09,40.38,-11.57,7.18,,,,,
47657,61718,67436,2,363.09,40.38,-11.78,7.34,,,,,
47657,61718,67436,2,363.09,40.38,-11.81,7.37,,,,,
47956,61718,67436,2,363.09,40.38,-10.81,7.49,,,,,
47956,61039,67436,2,363.09,40.38,-8.48,7.65,,,,,
47956,61039,67018,2,363.09,40.38,-8.88,7.81,,,,,
47956,61039,67018,2,363.09,40.38,-8.79,7.84,,,,,
47717,61039,67018,2,363.09,40.38,-7.73,7.96,,,,,
47717,61870,67018,2,363.09,40.38,-6.56,8.12,,,,,
47717,61870,68292,2,357.39,35.15,-4.67,8.29,,,,,
47717,61870,68292,2,352.84,33.96,-4.50,8.31,,,,,
47619,61870,68292,2,354.23,33.36,-4.23,8.44,,,,,
47619,60808,68292,2,353.50,31.02,-2.43,8.59,,,,,
47619,60808,67165,2,352.19,31.19,-1.93,8.76,,,,,
47619,60808,67165,2,349.49,31.29,-1.90,8.78,,,,,
47785,60808,67165,2,349.00,31.30,-2.27,8.91,,,,,
47785,59526,67165,2,345.08,33.83,-0.81,9.06,,,,,
47785,59526,67721,2,346.09,34.98,-0.45,9.23,,,,,
47785,59526,67721,2,344.04,34.39,-0.40,9.25,,,,,
47253,59526,67721,2,342.78,33.70,-0.60,9.38,,,,,
47253,60350,67721,2,344.91,37.05,-2.08,9.53,,,,,
47253,60350,67602,2,344.11,37.12,-1.97,9.70,,,,,
47253,60350,67602,2,343.71,36.60,-2.31,9.72,,,,,
47218,60350,67602,2,346.52,39.74,-2.29,9.85,,,,,
47218,61635,67602,2,345.29,39.37,-1.96,10.00,,,,,
47218,61635,67644,2,342.86,40.86,-1.53,10.17,,,,,
47218,61635,67644,2,342.62,41.03,-1.43,10.19,,,,,
47695,61635,67644,2,342.41,40.84,-0.62,10.32,,,,,
47695,65274,67644,2,343.51,42.81,-1.06,10.48,,,,,
47695,65274,66636,2,348.42,43.80,-2.94,10.65,,,,,
47695,65274,66636,2,349.60,43.72,-3.90,10.67,,,,,
47670,65274,66636,2,251.63,43.30,-4.34,10.80,,,,,
47670,64742,66636,2,269.43,43.63,-7.05,10.96,,,,,
47670,64742,70290,2,294.06,43.47,-11.28,11.13,,,,,
47670,64742,70290,2,211.79,43.54,-11.87,11.16,,,,,
47877,64742,70290,2,142.38,45.56,-16.58,11.28,,,,,
47877,63392,70290,2,80.12,44.53,-20.16,11.44,,,,,
47877,63392,73726,2,30.10,44.26,-24.14,11.62,,,,,
47877,63392,73726,2,22.02,44.45,-24.70,11.65,,,,,
48075,63392,73726,2,-4.33,44.69,-26.29,11.78,,,,,
48075,62258,73726,2,-23.68,45.45,-28.97,11.93,,,,,
48075,62258,74688,2,-36.45,45.92,-31.64,12.11,,,,,
48075,62258,74688,2,-21.62,45.97,-31.96,12.14,,,,,
47690,62258,74688,2,-23.89,46.14,-33.45,12.26,,,,,
47690,61379,74688,2,-18.37,45.10,-38.14,12.42,,,,,
47690,61379,74220,2,-9.97,44.10,-41.82,12.60,,,,,
47690,61379,74220,2,5.09,44.03,-42.31,12.62,,,,,
47459,61379,74220,2,10.96,45.06,-44.80,12.75,,,,,
47459,61916,74220,2,17.12,46.12,-46.87,12.91,,,,,
47459,61916,75940,2,23.83,39.98,-50.20,13.09,,,,,
47459,61916,75940,2,31.68,39.95,-50.89,13.12,,,,,
47202,61916,75940,2,37.27,41.20,-51.24,13.24,,,,,
47202,59555,75940,2,42.85,40.58,-54.76,13.39,,,,,
47202,59555,74038,2,48.12,40.51,-54.55,13.57,,,,,
47202,59555,74038,2,52.31,39.41,-54.63,13.60,,,,,
47753,59555,74038,2,61.35,42.41,-58.52,13.72,,,,,
47753,61050,74038,2,72.49,36.32,-68.57,13.88,,,,,
47753,61050,74539,2,79.41,32.35,-74.30,14.06,,,,,
47753,61050,74539,2,79.41,25.95,-75.40,14.08,,,,,
47976,61050,74539,2,76.97,19.25,-72.75,14.21,,,,,
47976,61978,74539,2,75.03,13.82,-70.89,14.37,,,,,
47976,61978,74951,2,74.80,10.46,-69.53,14.55,,,,,
47976,61978,74951,2,74.55,12.66,-69.31,14.57,,,,,
47597,61978,74951,2,74.32,12.05,-68.78,14.70,,,,,
47597,61101,74951,2,74.46,11.65,-68.47,14.85,,,,,
47597,61101,74668,2,77.45,10.83,-71.42,15.03,,,,,
47597,61101,74668,2,77.21,11.54,-71.82,15.06,,,,,
47565,61101,74668,2,80.44,11.09,-74.88,15.19,,,,,
47565,61432,74668,2,80.41,114.31,-74.77,15.34,,,,,
47565,61432,76163,2,78.39,212.47,-73.95,15.52,,,,,
47565,61432,76163,2,77.93,257.26,-73.85,15.55,,,,,
47192,61432,76163,2,78.01,308.70,-73.88,15.68,,,,,
47192,59446,76163,2,78.43,353.87,-74.50,15.83,,,,,
47192,59446,74066,2,78.43,353.87,-77.12,16.01,,,,,
47192,59446,74066,2,78.43,353.87,-77.59,16.03,,,,,
47570,59446,74066,2,78.43,353.87,-79.44,16.16,,,,,
47570,60279,74066,2,78.43,353.87,-79.78,16.31,,,,,
47570,60279,76150,2,78.43,353.87,-79.80,16.49,,,,,
47570,60279,76150,2,78.43,353.87,-79.79,16.52,,,,,
47824,60279,76150,2,78.43,353.87,-80.63,16.64,,,,,
47824,59994,76150,2,78.43,353.87,-83.68,16.79,,,,,
47824,59994,73771,2,78.43,353.87,-83.04,16.97,,,,,
47824,59994,73771,2,78.43,353.87,-82.99,17.00,,,,,
47840,59994,73771,2,78.43,353.87,-82.57,17.12,,,,,
47840,61368,73771,2,78.43,353.87,-82.61,17.28,,,,,
47840,61368,76980,2,78.43,353.87,-84.40,17.46,,,,,
47840,61368,76980,2,83.18,350.42,-84.98,17.49,,,,,
47706,61368,76980,2,83.35,340.33,-85.79,17.61,,,,,
47706,58108,76980,2,83.35,330.51,-85.77,17.76,,,,,
47706,58108,74017,2,83.36,320.70,-85.88,17.94,,,,,
47706,58108,74017,2,83.49,312.19,-85.87,17.97,,,,,
47554,58108,74017,2,83.87,305.88,-85.78,18.09,,,,,
47554,60970,74017,2,83.79,300.21,-85.81,18.25,,,,,
47554,60970,74955,2,84.66,296.25,-86.47,18.43,,,,,
47554,60970,74955,2,84.63,294.34,-86.73,18.45,,,,,
47688,60970,74955,2,84.86,291.04,-87.61,18.58,,,,,
47688,56871,74955,2,85.12,287.32,-88.96,18.72,,,,,
47688,56871,74992,2,84.71,283.52,-89.10,18.91,,,,,
47688,56871,74992,2,84.75,283.19,-89.17,18.93,,,,,
47660,56871,74992,2,84.82,281.61,-89.85,19.06,,,,,
47660,57643,74992,2,81.82,279.23,-89.98,19.21,,,,,
47660,57643,74861,2,83.65,280.77,-93.37,19.39,,,,,
47660,57643,74861,2,83.80,282.02,-93.98,19.41,,,,,
47600,57643,74861,2,87.16,282.00,-99.99,19.54,,,,,
47600,55919,74861,2,87.66,281.02,-103.25,19.68,,,,,
47600,55919,76020,2,90.22,278.85,-108.91,19.87,,,,,
47600,55919,76020,2,89.71,277.63,-109.45,19.89,,,,,
47692,55919,76020,2,88.52,277.73,-113.93,20.02,,,,,
47692,56545,76020,2,86.63,276.04,-118.45,20.16,,,,,
47692,56545,76109,2,83.23,274.69,-121.07,20.35,,,,,
47692,56545,76109,2,82.36,275.12,-121.32,20.37,,,,,
47552,56545,76109,2,76.83,263.49,-118.70,20.50,,,,,
47552,56484,76109,2,78.47,262.86,-118.37,20.64,,,,,
47552,56484,74556,2,81.79,266.87,-121.51,20.82,,,,,
47552,56484,74556,2,83.27,268.74,-121.98,20.85,,,,,
47481,56484,74556,2,82.94,270.40,-121.69,20.98,,,,,
47481,55990,74556,2,80.73,267.03,-123.25,21.12,,,,,
47481,55990,81147,2,82.01,271.28,-124.05,21.31,,,,,
47481,55990,81147,2,82.93,272.61,-124.16,21.34,,,,,
46726,55990,81147,2,81.54,272.28,-128.97,21.46,,,,,
46726,56045,81147,2,81.41,275.90,-129.14,21.61,,,,,
46726,56045,81204,2,81.70,278.60,-129.26,21.80,,,,,
46726,56045,81204,2,81.58,278.48,-129.28,21.83,,,,,
46972,56045,81204,2,81.46,279.65,-129.02,21.95,,,,,
46972,55901,81204,2,82.72,281.30,-128.33,22.10,,,,,
46972,55901,85638,2,80.86,282.47,-125.34,22.30,,,,,
46972,55901,85638,2,80.01,281.81,-124.60,22.33,,,,,
47187,55901,85638,2,75.48,278.64,-124.53,22.45,,,,,
47187,58646,85638,2,72.69,280.72,-118.59,22.60,,,,,
47187,58646,74166,2,66.75,288.74,-106.76,22.78,,,,,
47187,58646,74166,2,67.40,291.75,-104.81,22.81,,,,,
47170,58646,74166,2,61.50,302.45,-93.02,22.93,,,,,
47170,61406,74166,2,58.95,321.90,-83.67,23.09,,,,,
47170,61406,75639,2,57.08,220.59,-78.28,23.27,,,,,
47170,61406,75639,2,57.89,158.69,-77.28,23.29,,,,,
47177,61406,75639,2,53.75,105.10,-72.67,23.42,,,,,
47177,56291,75639,2,45.54,60.26,-64.91,23.56,,,,,
47177,56291,76079,2,36.39,21.15,-56.03,23.75,,,,,
47177,56291,76079,2,35.05,20.41,-54.41,23.77,,,,,
47441,56291,76079,2,23.68,7.94,-43.75,23.90,,,,,
47441,56323,76079,2,15.54,3.94,-32.71,24.04,,,,,
47441,56323,75919,2,13.66,-4.46,-28.11,24.23,,,,,
47441,56323,75919,2,10.27,7.34,-26.52,24.25,,,,,
47536,56323,75919,2,106.45,9.28,-20.60,24.38,,,,,
47536,56172,75919,2,192.34,11.92,-17.93,24.52,,,,,
47536,56172,75956,2,267.68,16.71,-8.95,24.71,,,,,
47536,56172,75956,2,291.98,26.85,-7.48,24.73,,,,,
48411,56172,75956,2,330.37,33.19,-4.18,24.86,,,,,
48411,59655,75956,2,358.74,38.02,-0.22,25.01,,,,,
48411,59655,75879,2,358.74,38.02,2.79,25.19,,,,,
48411,59655,75879,2,358.74,38.02,3.09,25.22,,,,,
48035,59655,75879,2,358.74,38.02,4.42,25.34,,,,,
48035,59075,75879,2,358.74,38.02,6.11,25.49,,,,,
48035,59075,74481,2,358.74,38.02,8.40,25.67,,,,,
48035,59075,74481,2,358.74,38.02,8.71,25.70,,,,,
48062,59075,74481,2,358.74,38.02,9.38,25.82,,,,,
48062,61903,74481,2,358.74,38.02,9.28,25.98,,,,,
48062,61903,75854,2,358.74,38.02,12.55,26.16,,,,,
48062,61903,75854,2,358.74,38.02,12.78,26.19,,,,,
48290,61903,75854,2,356.49,56.42,12.28,26.31,,,,,
48290,60397,75854,2,361.32,48.85,4.99,26.47,,,,,
48290,60397,80107,2,354.82,32.85,5.37,26.66,,,,,
48290,60397,80107,2,345.76,36.65,5.38,26.68,,,,,
48137,60397,80107,2,343.26,27.26,5.53,26.81,,,,,
48137,58582,80107,2,343.90,12.52,6.80,26.96,,,,,
48137,58582,74513,2,328.81,6.07,9.39,27.14,,,,,
48137,58582,74513,2,325.92,7.44,9.55,27.17,,,,,
47787,58582,74513,2,327.79,10.09,8.67,27.29,,,,,
47787,61247,74513,2,333.42,5.88,7.72,27.45,,,,,
47787,61247,74625,2,346.11,2.96,3.92,27.63,,,,,
47787,61247,74625,2,345.04,2.83,3.52,27.65,,,,,
47838,61247,74625,2,352.09,0.39,1.94,27.78,,,,,
47838,62498,74625,2,348.11,114.08,1.25,27.94,,,,,
47838,62498,75074,2,342.18,221.16,2.10,28.12,,,,,
47838,62498,75074,2,340.60,265.14,2.06,28.15,,,,,
47685,62498,75074,2,339.74,322.41,1.50,28.27,,,,,
47685,66994,75074,2,337.23,376.29,2.72,28.44,,,,,
47685,66994,74528,2,335.23,289.99,3.44,28.62,,,,,
47685,66994,74528,2,335.52,313.31,3.52,28.64,,,,,
47708,66994,74528,2,335.94,243.03,3.84,28.77,,,,,
47708,66980,74528,2,335.35,179.58,3.71,28.94,,,,,
47708,66980,74516,2,336.00,114.58,3.48,29.12,,,,,
47708,66980,74516,2,336.52,81.11,3.36,29.14,,,,,
47732,66980,74516,2,334.86,46.94,3.94,29.27,,,,,
47732,66985,74516,2,336.55,14.54,4.21,29.43,,,,,
47732,66985,74572,2,331.19,-8.30,6.03,29.62,,,,,
47732,66985,74572,2,331.46,-6.91,6.24,29.64,,,,,
47780,66985,74572,2,333.99,-17.83,6.83,29.77,,,,,
47780,66991,74572,2,336.89,-27.28,6.46,29.93,,,,,
47780,66991,74562,2,338.25,-35.64,6.20,30.11,,,,,
47780,66991,74562,2,338.01,-26.64,6.24,30.14,,,,,
47706,66991,74562,2,337.27,-27.78,5.83,30.27,,,,,
47706,67026,74562,2,336.17,-29.75,4.90,30.43,,,,,
47706,67026,74577,2,335.69,-27.79,5.09,30.61,,,,,
47706,67026,74577,2,336.22,-20.42,5.14,30.64,,,,,
47766,67026,74577,2,338.34,-18.08,4.68,30.77,,,,,
47766,66957,74577,2,337.18,-14.95,4.72,30.93,,,,,
47766,66957,74541,2,336.74,112.37,4.34,31.11,,,,,
47766,66957,74541,2,336.49,185.03,4.27,31.14,,,,,
47586,66957,74541,2,336.83,257.24,4.60,31.26,,,,,
47586,67097,74541,2,335.95,208.65,4.84,31.43,,,,,
47586,67097,74541,2,336.34,282.14,5.19,31.61,,,,,
47586,67097,74541,2,336.37,307.85,5.29,31.64,,,,,
47602,67097,74541,2,336.78,346.46,5.23,31.76,,,,,
47602,67063,74541,2,336.78,346.46,5.22,31.93,,,,,
47602,67063,75547,2,336.78,346.46,5.36,32.11,,,,,
47602,67063,75547,2,336.78,346.46,5.35,32.14,,,,,
47669,67063,75547,2,336.78,346.46,5.09,32.26,,,,,
47669,67294,75547,2,336.78,346.46,4.99,32.43,,,,,
47669,67294,74922,2,336.78,346.46,4.87,32.61,,,,,
47669,67294,74922,2,336.78,346.46,4.87,32.63,,,,,
47409,67294,74922,2,339.56,305.81,4.96,32.76,,,,,
47409,63218,74922,2,341.13,332.54,5.58,32.92,,,,,
47409,63218,74148,2,342.24,231.38,6.14,33.10,,,,,
47409,63218,74148,2,341.22,164.83,6.10,33.12,,,,,
47902,63218,74148,2,344.68,107.41,5.59,33.25,,,,,
47902,62502,74148,2,346.77,58.59,5.11,33.41,,,,,
47902,62502,78228,2,348.74,20.89,4.16,33.59,,,,,
47902,62502,78228,2,347.94,16.62,4.09,33.62,,,,,
47836,62502,78228,2,345.17,-3.63,3.56,33.75,,,,,
47836,57999,78228,2,345.47,-18.96,3.07,33.89,,,,,
47836,57999,77907,2,345.74,-27.41,2.51,34.08,,,,,
47836,57999,77907,2,346.09,-14.55,2.43,34.11,,,,,
47854,57999,77907,2,345.17,-16.47,1.62,34.23,,,,,
47854,58285,77907,2,344.31,-17.75,1.10,34.38,,,,,
47854,58285,75012,2,345.08,-15.48,1.48,34.56,,,,,
47854,58285,75012,2,344.97,-4.49,1.53,34.59,,,,,
48132,58285,75012,2,347.88,6.65,0.52,34.72,,,,,
48132,59468,75012,2,347.14,13.39,-0.17,34.87,,,,,
48132,59468,77426,2,349.85,19.94,-2.03,35.05,,,,,
48132,59468,77426,2,349.39,26.15,-2.26,35.08,,,,,
